id,rainfall
2190,8.7338955e-34
2191,0.0
2192,6.6749546e-13
2193,0.9694026
2194,0.7792863
2195,1.0426731e-06
2196,3.1385936e-10
2197,4.4710593e-34
2198,1.7185161e-13
2199,6.663466e-17
2200,3.9184233e-36
2201,0.9935207
2202,7.036994e-35
2203,0.0
2204,0.0009992688
2205,1.0
2206,0.96378696
2207,5.338981e-05
2208,0.9999968
2209,1.0
2210,0.00034799363
2211,0.45217165
2212,0.33747765
2213,0.0
2214,3.3485412e-11
2215,0.9881798
2216,1.0
2217,1.0867851e-33
2218,4.2582887e-16
2219,0.97960556
2220,0.90653706
2221,2.2569531e-20
2222,8.664404e-06
2223,1.378302e-34
2224,2.0441362e-07
2225,1.1645182e-19
2226,0.9999889
2227,5.7255536e-20
2228,5.2439004e-09
2229,3.228676e-10
2230,0.9999409
2231,7.646235e-09
2232,0.99993694
2233,7.5743846e-16
2234,2.8498189e-06
2235,0.99998367
2236,0.02083502
2237,3.3623307e-24
2238,0.96728086
2239,1.5177702e-07
2240,1.2407879e-10
2241,4.8558336e-31
2242,1.0679405e-36
2243,2.5397587e-28
2244,0.0
2245,0.0
2246,4.429988e-28
2247,3.9680435e-30
2248,3.6466403e-11
2249,2.2937983e-20
2250,2.887637e-18
2251,4.131251e-28
2252,2.1831659e-17
2253,3.7257895e-08
2254,0.9999999
2255,0.9999995
2256,0.99876475
2257,0.00015012956
2258,3.945312e-15
2259,0.00033394925
2260,0.0
2261,5.2198312e-09
2262,6.302993e-11
2263,0.00016288094
2264,1.0307173e-29
2265,6.585392e-14
2266,2.7824455e-16
2267,0.0
2268,0.024672044
2269,1.5738116e-35
2270,2.6491161e-06
2271,3.7302744e-32
2272,0.9999962
2273,0.997131
2274,4.282082e-26
2275,1.6345412e-18
2276,4.0813088e-23
2277,1.3113238e-17
2278,4.139221e-11
2279,0.9434603
2280,8.2927487e-26
2281,2.73248e-05
2282,5.1281218e-14
2283,2.8769353e-13
2284,4.5634616e-23
2285,2.6702413e-10
2286,9.478832e-16
2287,1.3912496e-26
2288,1.203526e-18
2289,0.114678994
2290,2.0629484e-23
2291,2.7084102e-13
2292,1.104767e-11
2293,1.199399e-29
2294,1.1700959e-22
2295,2.8967005e-22
2296,3.6435595e-23
2297,2.3419888e-10
2298,1.4462571e-18
2299,0.99978024
2300,1.5601048e-20
2301,5.1283614e-06
2302,6.288525e-14
2303,7.3939365e-22
2304,6.5597304e-18
2305,2.8865124e-06
2306,2.0458225e-10
2307,3.857508e-15
2308,3.1570526e-08
2309,9.362135e-19
2310,0.9999213
2311,1.9847379e-13
2312,0.056217797
2313,0.9998148
2314,3.8766093e-16
2315,0.99487984
2316,8.9688567e-26
2317,8.5387835e-16
2318,1.3511903e-10
2319,2.3179608e-13
2320,3.0027526e-11
2321,8.882132e-12
2322,0.78865564
2323,1.4953918e-14
2324,4.6208724e-13
