id,Price
300000,85.53783
300001,84.46704
300002,85.66572
300003,84.17346
300004,79.336365
300005,80.539536
300006,83.06505
300007,87.58325
300008,88.03444
300009,86.2183
300010,83.70853
300011,77.78059
300012,85.47913
300013,87.763054
300014,83.22356
300015,87.60954
300016,81.617714
300017,78.70167
300018,81.97275
300019,83.93534
300020,85.630356
300021,87.86354
300022,83.749054
300023,84.440125
300024,84.57298
300025,84.23305
300026,82.318695
300027,80.3233
300028,83.73416
300029,91.74383
300030,88.177795
300031,78.963196
300032,86.4999
300033,91.26489
300034,77.99606
300035,85.48071
300036,86.07251
300037,89.81959
300038,77.7997
300039,78.73317
300040,86.1218
300041,82.461945
300042,90.029465
300043,87.541
300044,81.999466
300045,87.953735
300046,88.98367
300047,80.838745
300048,83.30657
300049,79.6761
300050,81.75314
300051,79.75015
300052,84.80972
300053,80.968544
300054,85.284035
300055,82.492744
300056,82.89516
300057,74.408966
300058,89.879944
300059,78.34604
300060,83.16097
300061,84.54477
300062,78.45977
300063,90.15506
300064,77.27482
300065,85.07043
300066,81.46384
300067,88.627075
300068,81.221695
300069,90.93843
300070,80.512825
300071,86.312256
300072,88.17395
300073,86.819916
300074,82.0736
300075,83.63593
300076,81.97992
300077,80.46912
300078,81.99339
300079,81.79367
300080,81.80531
300081,77.559235
300082,84.358284
300083,80.64572
300084,79.05686
300085,85.63183
300086,88.1754
300087,84.737595
300088,88.86734
300089,90.789734
300090,76.15202
300091,88.04666
300092,85.22511
300093,79.12848
300094,80.807915
300095,86.24694
300096,83.16846
300097,77.710594
300098,78.69998
300099,90.62591
300100,77.410095
300101,83.349686
300102,86.08426
300103,76.22989
300104,84.67077
300105,87.94995
300106,88.46064
300107,80.20886
300108,83.30527
300109,84.43034
300110,84.62456
300111,76.324524
300112,84.56741
300113,79.73999
300114,82.53731
300115,85.627945
300116,82.661064
300117,90.67316
300118,82.52276
300119,77.602684
300120,86.47047
300121,85.829605
300122,84.01232
300123,89.11224
300124,86.02702
300125,88.81597
300126,83.232666
300127,82.54704
300128,81.987686
300129,85.94342
300130,90.74453
300131,81.87942
300132,82.73147
300133,79.58676
300134,85.15727
300135,88.02327
300136,83.14005
300137,83.98061
300138,79.3661
300139,78.39061
300140,77.299065
300141,82.71854
300142,83.57525
300143,84.66959
300144,88.1642
300145,87.88369
300146,90.25084
300147,83.39679
300148,79.68755
300149,84.09067
300150,84.76639
300151,85.39656
300152,83.0163
300153,82.71724
300154,88.43942
300155,72.17917
300156,86.6686
300157,78.53027
300158,78.774734
300159,89.05516
300160,78.72545
300161,80.31471
300162,86.12994
300163,88.175415
300164,82.934586
300165,91.20369
300166,92.30043
300167,90.95964
300168,83.95009
300169,79.58035
300170,81.07408
300171,86.602135
300172,85.30976
300173,83.770035
300174,76.94675
300175,79.98648
300176,83.05139
300177,87.76712
300178,79.930145
300179,88.51625
300180,81.63118
300181,84.28715
300182,81.78464
300183,84.70938
300184,92.80414
300185,90.72388
300186,85.6794
300187,83.54247
300188,81.015396
300189,87.35608
300190,84.194336
300191,87.67134
300192,84.642456
300193,82.59933
300194,80.769806
300195,87.11113
300196,81.457115
300197,77.868774
300198,79.80328
300199,86.80766
300200,85.81708
300201,87.8486
300202,89.55467
300203,76.38363
300204,78.27248
300205,82.84567
300206,75.7849
300207,78.13488
300208,81.2067
300209,84.32565
300210,84.623184
300211,81.87165
300212,79.28108
300213,83.448944
300214,85.666626
300215,83.10003
300216,77.5186
300217,82.54248
300218,83.04322
300219,84.45394
300220,75.64192
300221,87.14793
300222,81.4528
300223,86.02454
300224,85.60989
300225,88.49258
300226,87.0211
300227,79.50813
300228,83.23049
300229,76.7946
300230,83.38158
300231,83.00256
300232,84.30541
300233,84.60359
300234,86.25231
300235,88.212166
300236,81.601456
300237,86.37606
300238,82.20549
300239,84.023865
300240,82.22723
300241,85.44871
300242,86.69679
300243,79.80732
300244,81.74277
300245,82.48132
300246,85.59622
300247,86.179855
300248,91.60827
300249,86.00478
300250,84.44653
300251,86.09147
300252,78.72477
300253,78.54021
300254,91.73876
300255,89.454094
300256,87.98471
300257,89.32833
300258,83.58353
300259,86.00854
300260,90.77827
300261,80.643486
300262,85.365
300263,89.93561
300264,93.53366
300265,83.54433
300266,89.12304
300267,86.80114
300268,84.2782
300269,78.36748
300270,88.47626
300271,80.12631
300272,83.81845
300273,81.93954
300274,88.04791
300275,80.9872
300276,81.28366
300277,79.41845
300278,80.295334
300279,85.52049
300280,79.20351
300281,84.43517
300282,88.72589
300283,85.34427
300284,87.54826
300285,80.5207
300286,81.12497
300287,85.047104
300288,79.972755
300289,81.29863
300290,90.17735
300291,80.24896
300292,88.921585
300293,76.733925
300294,88.80832
300295,85.257095
300296,89.826294
300297,83.20858
300298,79.46434
300299,87.09179
300300,84.04738
300301,81.78287
300302,84.63872
300303,84.706505
300304,85.7499
300305,83.286064
300306,75.378006
300307,79.51613
300308,88.453514
300309,87.30165
300310,81.99591
300311,89.87843
300312,76.14691
300313,83.94612
300314,87.11453
300315,81.949005
300316,84.6362
300317,90.08432
300318,76.481094
300319,77.91116
300320,85.28671
300321,89.63188
300322,86.43879
300323,83.58742
300324,79.62654
300325,77.78215
300326,91.40259
300327,86.89541
300328,85.35362
300329,83.07083
300330,84.6279
300331,84.7187
300332,79.829506
300333,83.75077
300334,86.043045
300335,85.62434
300336,88.48137
300337,82.12188
300338,86.29092
300339,91.78194
300340,81.09071
300341,81.56601
300342,89.10297
300343,81.07972
300344,83.558975
300345,78.0897
300346,87.600266
300347,81.13812
300348,86.038574
300349,86.23197
300350,84.33107
300351,84.80399
300352,79.42043
300353,79.416504
300354,87.50908
300355,84.44538
300356,74.652466
300357,80.75543
300358,85.16869
300359,88.974396
300360,80.85804
300361,82.92247
300362,82.968445
300363,76.52669
300364,80.86615
300365,82.42079
300366,81.908554
300367,82.41302
300368,88.53331
300369,81.19879
300370,85.787285
300371,88.298546
300372,82.47771
300373,80.11128
300374,76.73747
300375,84.03232
300376,85.291985
300377,80.92078
300378,80.49795
300379,88.10675
300380,89.15353
300381,89.15057
300382,85.31053
300383,82.2581
300384,87.16145
300385,84.12562
300386,81.35828
300387,89.199905
300388,85.284645
300389,88.7238
300390,79.284836
300391,81.699905
300392,74.07105
300393,81.984055
300394,80.656136
300395,77.99347
300396,85.71698
300397,87.56525
300398,86.840416
300399,81.088005
300400,90.4006
300401,82.15295
300402,89.11598
300403,90.3114
300404,83.83406
300405,82.94342
300406,90.45629
300407,84.20528
300408,81.601974
300409,87.49774
300410,84.35643
300411,86.94623
300412,83.43437
300413,80.19874
300414,91.98358
300415,83.06711
300416,84.66011
300417,88.23718
300418,82.24369
300419,80.29927
300420,79.08549
300421,81.974945
300422,82.32733
300423,82.772705
300424,84.670845
300425,83.49477
300426,87.236916
300427,79.17334
300428,88.25192
300429,77.35042
300430,84.97902
300431,80.94162
300432,76.0011
300433,85.64522
300434,79.18466
300435,81.25453
300436,79.03047
300437,91.08597
300438,88.02898
300439,83.37698
300440,92.763084
300441,87.423325
300442,78.644135
300443,83.40254
300444,84.101425
300445,87.54302
300446,89.88451
300447,85.63049
300448,82.702866
300449,93.536285
300450,80.67534
300451,86.22607
300452,81.661545
300453,81.41423
300454,88.13607
300455,82.758354
300456,85.83977
300457,77.588974
300458,86.4109
300459,82.78489
300460,83.21511
300461,83.7756
300462,83.484436
300463,79.0559
300464,84.26691
300465,87.52491
300466,83.02701
300467,88.63315
300468,77.132866
300469,80.308716
300470,85.43949
300471,85.95076
300472,81.580345
300473,80.457436
300474,81.68356
300475,84.86384
300476,79.12344
300477,77.05022
300478,78.78697
300479,85.00644
300480,80.13733
300481,77.82285
300482,82.76726
300483,83.26761
300484,83.766785
300485,81.34667
300486,84.689606
300487,85.770134
300488,79.88326
300489,85.29518
300490,78.88599
300491,91.36861
300492,81.300964
300493,90.998314
300494,80.36798
300495,87.41199
300496,86.068344
300497,80.56741
300498,86.01578
300499,83.84042
300500,82.0479
300501,83.39357
300502,77.96916
300503,82.85013
300504,84.2677
300505,91.42853
300506,83.526276
300507,86.6853
300508,76.76834
300509,88.328064
300510,81.50528
300511,84.97519
300512,78.916824
300513,85.4185
300514,90.44566
300515,77.32455
300516,81.30344
300517,81.16811
300518,78.12547
300519,75.942825
300520,86.9603
300521,83.89715
300522,87.70256
300523,87.99606
300524,84.19911
300525,82.032524
300526,88.69701
300527,87.91643
300528,83.33052
300529,92.534935
300530,87.31416
300531,75.96789
300532,86.719635
300533,85.9895
300534,81.48715
300535,81.23895
300536,86.83181
300537,84.14412
300538,82.25043
300539,82.596695
300540,82.68625
300541,83.147316
300542,89.20566
300543,89.277145
300544,86.45796
300545,83.42742
300546,82.36211
300547,86.501236
300548,76.39952
300549,84.520386
300550,84.1608
300551,81.060196
300552,81.195816
300553,74.54547
300554,87.30597
300555,84.49695
300556,83.70894
300557,79.86575
300558,86.79975
300559,85.3441
300560,86.39192
300561,76.23076
300562,85.74886
300563,82.99057
300564,82.77096
300565,80.667465
300566,86.015724
300567,79.903275
300568,89.61865
300569,83.78269
300570,77.483635
300571,86.16965
300572,88.08362
300573,73.27194
300574,79.714066
300575,93.30203
300576,84.596954
300577,78.59065
300578,82.8618
300579,83.14307
300580,85.34796
300581,83.2396
300582,93.44028
300583,86.28859
300584,81.889046
300585,88.634735
300586,88.21797
300587,87.827545
300588,85.55501
