event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.008212640206329525,0.0109501869417727,0.013687733677215874,0.01642528041265905
13353600,0.5800924390554428,0.7734565854072571,0.9668207317590714,1.0
13942327,0.007051816256716847,0.009402421675622464,0.011753027094528079,0.014103632513433694
16112781,0.582425120472908,0.7765668272972107,0.9707085341215134,1.0
17132808,0.009463074523955584,0.012617432698607446,0.015771790873259306,0.018926149047911168
17445696,0.0059189276536926625,0.007891903538256884,0.009864879422821105,0.011837855307385325
17599982,0.007963938592001795,0.010618584789335729,0.01327323098666966,0.01592787718400359
18750374,0.577291640639305,0.7697221875190735,0.9621527343988419,1.0
21365245,0.005487491120584309,0.007316654827445746,0.009145818534307182,0.010974982241168618
23634840,0.5787048161029815,0.7716064214706422,0.9645080268383026,1.0
24461897,0.006783768441528081,0.00904502458870411,0.011306280735880136,0.013567536883056163
25353357,0.007835803600028156,0.010447738133370877,0.013059672666713595,0.015671607200056312
27052376,0.5876611679792404,0.7835482239723206,0.9794352799654007,1.0
29312582,0.006705441861413419,0.008940589148551226,0.011175736435689032,0.013410883722826838
30451420,0.00573652486782521,0.007648699823766947,0.009560874779708683,0.01147304973565042
31488932,0.006383730797097087,0.008511641062796116,0.010639551328495145,0.012767461594194174
33717208,0.009490438643842936,0.012653918191790582,0.015817397739738226,0.018980877287685872
34826241,0.009779792837798595,0.013039723783731461,0.016299654729664326,0.01955958567559719
35311039,0.5892624914646148,0.7856833219528199,0.9821041524410248,1.0
36423390,0.008975841337814927,0.011967788450419903,0.014959735563024879,0.017951682675629854
37196135,0.5784646153450012,0.771286153793335,0.9641076922416687,1.0
37355453,0.0059751978842541575,0.007966930512338877,0.009958663140423596,0.011950395768508315
37536067,0.5743191987276077,0.7657589316368103,0.9571986645460129,1.0
39717591,0.006745589571073651,0.008994119428098203,0.011242649285122752,0.013491179142147302
40833127,0.007299204217270016,0.009732272289693356,0.012165340362116694,0.014598408434540033
41907240,0.578713309764862,0.7716177463531495,0.9645221829414368,1.0
42963675,0.006547466665506363,0.008729955554008484,0.010912444442510605,0.013094933331012725
42997746,0.012931897770613432,0.01724253036081791,0.021553162951022387,0.025863795541226864
43341281,0.005722386273555457,0.007629848364740611,0.009537310455925763,0.011444772547110914
43371713,0.5789979726076125,0.7719972968101502,0.9649966210126877,1.0
44872967,0.5855707883834839,0.7807610511779786,0.9759513139724731,1.0
46574754,0.502116921544075,0.6694892287254334,0.8368615359067917,1.0
46767506,0.5788686096668243,0.7718248128890992,0.9647810161113739,1.0
49169401,0.005803088354878127,0.007737451139837504,0.00967181392479688,0.011606176709756255
49502022,0.008572009624913335,0.011429346166551113,0.014286682708188891,0.01714401924982667
49565135,0.5828550338745117,0.7771400451660156,0.9714250564575195,1.0
50233410,0.574122753739357,0.7654970049858094,0.9568712562322617,1.0
50541231,0.011091563059017063,0.014788750745356084,0.018485938431695104,0.022183126118034125
51664538,0.0062235978199169035,0.008298130426555873,0.01037266303319484,0.012447195639833807
52004768,0.006042208545841276,0.008056278061121703,0.010070347576402128,0.012084417091682552
52039660,0.0057514077750965955,0.007668543700128794,0.009585679625160992,0.011502815550193191
52614032,0.007385603757575154,0.009847471676766873,0.01230933959595859,0.014771207515150308
53407288,0.008459597127512097,0.011279462836682796,0.014099328545853496,0.016919194255024195
53799231,0.007111925748176873,0.00948256766423583,0.011853209580294788,0.014223851496353745
54348573,0.007010462740436196,0.009347283653914929,0.01168410456739366,0.014020925480872392
54459140,0.005711780162528157,0.007615706883370876,0.009519633604213595,0.011423560325056314
54759639,0.005930216610431671,0.007906955480575562,0.009883694350719452,0.011860433220863342
54801108,0.5852894067764282,0.7803858757019043,0.9754823446273804,1.0
55504460,0.5457932621240615,0.7277243494987489,0.909655436873436,1.0
58802003,0.00990541954524815,0.013207226060330868,0.016509032575413585,0.0198108390904963
58854430,0.011641170596703887,0.015521560795605183,0.01940195099450648,0.023282341193407774
59191113,0.006645353743806481,0.008860471658408642,0.011075589573010802,0.013290707487612963
59221605,0.579068461060524,0.772091281414032,0.96511410176754,1.0
60804856,0.5858321249485016,0.7811094999313355,0.9763868749141693,1.0
61713947,0.00622349597979337,0.008297994639724493,0.010372493299655616,0.01244699195958674
62129708,0.5875388950109481,0.783385193347931,0.9792314916849136,1.0
66849621,0.5824525237083434,0.776603364944458,0.9707542061805725,1.0
67124529,0.006729959067888557,0.008973278757184745,0.01121659844648093,0.013459918135777115
69348035,0.00893985922448337,0.011919812299311161,0.014899765374138951,0.01787971844896674
69572379,0.00695410561747849,0.009272140823304654,0.011590176029130816,0.01390821123495698
69836438,0.005738139571622014,0.007650852762162686,0.009563565952703357,0.011476279143244028
70283101,0.5859371513128281,0.7812495350837708,0.9765619188547134,1.0
70501603,0.5807734072208405,0.7743645429611207,0.9679556787014008,1.0
70993222,0.005692524067126214,0.00759003208950162,0.009487540111877024,0.011385048134252429
71474230,0.5784817814826965,0.7713090419769287,0.9641363024711609,1.0
71532972,0.009429721813648938,0.012572962418198587,0.015716203022748232,0.018859443627297877
72973561,0.005757202673703432,0.0076762702316045765,0.00959533778950572,0.011514405347406864
73023698,0.007099558529444039,0.009466078039258719,0.011832597549073398,0.014199117058888077
74751606,0.006422891607508063,0.008563855476677418,0.010704819345846772,0.012845783215016126
74945408,0.5849699556827544,0.7799599409103394,0.9749499261379242,1.0
75012237,0.5868309885263443,0.7824413180351257,0.9780516475439072,1.0
75726601,0.0058566883206367494,0.0078089177608489995,0.009761147201061249,0.011713376641273499
78173856,0.006071380292996764,0.008095173723995685,0.010118967154994607,0.012142760585993529
78227688,0.00605646672192961,0.008075288962572813,0.010094111203216016,0.01211293344385922
78266693,0.005827035941183567,0.007769381254911423,0.009711726568639278,0.011654071882367134
78502343,0.0068813287653028965,0.009175105020403862,0.011468881275504827,0.013762657530605793
78780565,0.006226442009210587,0.008301922678947448,0.010377403348684311,0.012452884018421173
80446138,0.010399900702759623,0.013866534270346165,0.017333167837932706,0.020799801405519246
80819726,0.005982573959045112,0.007976765278726816,0.00997095659840852,0.011965147918090224
81010506,0.006356248282827437,0.008474997710436583,0.010593747138045728,0.012712496565654874
81611002,0.005573225067928433,0.007430966757237912,0.009288708446547389,0.011146450135856866
81715663,0.5816544860601425,0.7755393147468568,0.9694241434335709,1.0
82779392,0.007079659821465611,0.009439546428620816,0.011799433035776019,0.014159319642931222
83261710,0.005740501522086561,0.007654002029448748,0.009567502536810935,0.011481003044173122
84903193,0.009338642936199903,0.012451523914933205,0.015564404893666506,0.018677285872399807
87245976,0.0075976987369358534,0.01013026498258114,0.012662831228226423,0.015195397473871707
87273546,0.013335983455181121,0.01778131127357483,0.022226639091968536,0.026671966910362242
89909836,0.006497934437356889,0.00866391258314252,0.010829890728928149,0.012995868874713778
91234126,0.011085098516196013,0.014780131354928018,0.01847516419366002,0.022170197032392026
93027270,0.5826822906732559,0.7769097208976746,0.9711371511220932,1.0
94627327,0.011467430926859378,0.015289907902479173,0.019112384878098965,0.022934861853718756
96570675,0.006778382300399244,0.009037843067198991,0.01129730383399874,0.013556764600798488
97225766,0.008506668708287179,0.011342224944382907,0.014177781180478632,0.017013337416574358
98446281,0.01107758218422532,0.014770109578967095,0.018462636973708868,0.02215516436845064
99649465,0.008883342426270245,0.011844456568360329,0.01480557071045041,0.01776668485254049
