event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.06153442694343625,0.08204590259124833,0.10255737823906041,0.1230688538868725
13353600,0.45500085058680273,0.6066678007824038,0.7583347509780046,0.9100017011736055
13942327,0.04507865570198449,0.06010487426931265,0.07513109283664081,0.09015731140396897
16112781,0.4952028067634009,0.6602704090178679,0.8253380112723349,0.9904056135268018
17132808,0.31267291019668736,0.4168972135955832,0.521121516994479,0.6253458203933747
17445696,0.01713079907421979,0.022841065432293056,0.028551331790366317,0.03426159814843958
17599982,0.06930442044399922,0.0924058939253323,0.11550736740666537,0.13860884088799844
18750374,0.37162872293276505,0.4955049639103535,0.6193812048879418,0.7432574458655301
21365245,0.017464607461041656,0.023286143281388876,0.029107679101736093,0.03492921492208331
23634840,0.4523393115916066,0.6031190821221423,0.7538988526526778,0.9046786231832132
24461897,0.049039465621350115,0.06538595416180015,0.08173244270225019,0.09807893124270023
25353357,0.04550426356376519,0.06067235141835359,0.07584043927294198,0.09100852712753038
27052376,0.5096793134039107,0.6795724178718809,0.8494655223398512,1.0
29312582,0.023927475323767683,0.03190330043169025,0.03987912553961281,0.047854950647535366
30451420,0.02278646657563839,0.030381955434184524,0.03797744429273065,0.04557293315127678
31488932,0.022340585826251674,0.02978744776833557,0.03723430971041946,0.04468117165250335
33717208,0.08991225751880004,0.11988301002506672,0.1498537625313334,0.17982451503760008
34826241,0.08325959966947714,0.11101279955930286,0.13876599944912857,0.1665191993389543
35311039,0.5379865010367796,0.7173153347157062,0.8966441683946327,1.0
36423390,0.0742029838976843,0.09893731186357907,0.12367163982947384,0.1484059677953686
37196135,0.4150846932936592,0.553446257724879,0.6918078221560987,0.8301693865873184
37355453,0.013671841622847724,0.018229122163796966,0.022786402704746207,0.027343683245695447
37536067,0.40144850015130423,0.5352646668684057,0.6690808335855071,0.8028970003026085
39717591,0.027184291585753233,0.03624572211433765,0.04530715264292206,0.05436858317150647
40833127,0.04330042328530815,0.0577338977137442,0.07216737214218025,0.0866008465706163
41907240,0.4016473337430973,0.5355297783241298,0.6694122229051622,0.8032946674861946
42963675,0.013819391125161421,0.018425854833548565,0.023032318541935704,0.027638782250322843
42997746,0.3365974302230227,0.4487965736306969,0.5609957170383711,0.6731948604460454
43341281,0.013199575603661603,0.017599434138215474,0.02199929267276934,0.026399151207323206
43371713,0.44265424683498933,0.5902056624466525,0.7377570780583156,0.8853084936699787
44872967,0.5099844747943523,0.6799792997258031,0.8499741246572537,1.0
46574754,0.2820551306512315,0.37607350753497537,0.4700918844187192,0.564110261302463
46767506,0.4692318356164334,0.6256424474885779,0.7820530593607223,0.9384636712328668
49169401,0.016003406643275393,0.02133787552436719,0.026672344405458986,0.032006813286550785
49502022,0.06646889846323871,0.08862519795098496,0.1107814974387312,0.13293779692647742
49565135,0.4949536896833374,0.6599382529111166,0.8249228161388957,0.9899073793666748
50233410,0.4028098649257297,0.537079819900973,0.6713497748762162,0.8056197298514594
50541231,0.16107890707634892,0.2147718761017986,0.2684648451272482,0.32215781415269784
51664538,0.02829180573499214,0.037722407646656186,0.04715300955832023,0.05658361146998428
52004768,0.013649469391513886,0.018199292522018514,0.022749115652523143,0.027298938783027773
52039660,0.017497985441264203,0.02333064725501894,0.029163309068773673,0.034995970882528406
52614032,0.04066386516303526,0.05421848688404701,0.06777310860505877,0.08132773032607052
53407288,0.06155150079690847,0.0820686677292113,0.10258583466151412,0.12310300159381694
53799231,0.047456195962116934,0.06327492794948925,0.07909365993686156,0.09491239192423387
54348573,0.019086571188914183,0.025448761585218912,0.03181095198152364,0.038173142377828366
54459140,0.020317692357561108,0.027090256476748144,0.03386282059593518,0.040635384715122215
54759639,0.019942770512760902,0.026590360683681202,0.0332379508546015,0.039885541025521803
54801108,0.45704573393654035,0.6093943119153873,0.761742889894234,0.9140914678730807
55504460,0.48922747256587346,0.652303296754498,0.8153791209431225,0.9784549451317469
58802003,0.0893567776991255,0.11914237026550067,0.14892796283187584,0.178713555398251
58854430,0.14924359267598225,0.1989914569013097,0.2487393211266371,0.2984871853519645
59191113,0.0304122085432607,0.04054961139101427,0.050687014238767834,0.0608244170865214
59221605,0.4568814486102215,0.6091752648136288,0.7614690810170359,0.913762897220443
60804856,0.4359118909410086,0.5812158545880115,0.7265198182350143,0.8718237818820171
61713947,0.018671514059822095,0.024895352079762796,0.031119190099703493,0.03734302811964419
62129708,0.47877844861073915,0.6383712648143189,0.7979640810178986,0.9575568972214783
66849621,0.4327570886288505,0.5770094515051339,0.7212618143814175,0.865514177257701
67124529,0.05140784232466251,0.06854378976621668,0.08567973720777085,0.10281568464932501
69348035,0.05926561388672383,0.07902081851563178,0.09877602314453972,0.11853122777344766
69572379,0.030625234450495177,0.04083364593399358,0.051042057417491966,0.061250468900990354
69836438,0.016805643008447117,0.022407524011262826,0.02800940501407853,0.03361128601689423
70283101,0.5030303229063366,0.670707097208449,0.8383838715105612,1.0
70501603,0.4867115658353193,0.6489487544470925,0.8111859430588656,0.9734231316706387
70993222,0.028953066556910673,0.03860408874254757,0.04825511092818446,0.05790613311382135
71474230,0.45728676945289426,0.6097156926038592,0.7621446157548238,0.9145735389057885
71532972,0.07150519037553535,0.09534025383404714,0.11917531729255891,0.1430103807510707
72973561,0.016670289534865903,0.02222705271315454,0.027783815891443173,0.033340579069731806
73023698,0.0362274611207037,0.0483032814942716,0.0603791018678395,0.0724549222414074
74751606,0.018687871090704966,0.02491716145427329,0.03114645181784161,0.03737574218140993
74945408,0.5071771716099205,0.6762362288132274,0.8452952860165343,1.0
75012237,0.4543714671291173,0.6058286228388231,0.7572857785485289,0.9087429342582346
75726601,0.031097498654434813,0.04146333153924642,0.05182916442405802,0.062194997308869626
78173856,0.03055939912770832,0.040745865503611096,0.05093233187951387,0.06111879825541664
78227688,0.05765159889057209,0.07686879852076278,0.09608599815095348,0.11530319778114417
