id,price
188533,17061.418
188534,78613.87
188535,54365.97
188536,34178.355
188537,29163.377
188538,15363.091
188539,12716.059
188540,48029.344
188541,86983.83
188542,33290.516
188543,25169.768
188544,10615.707
188545,52990.14
188546,124389.734
188547,17693.06
188548,113623.92
188549,19355.527
188550,8461.736
188551,85582.33
188552,54620.223
188553,75374.27
188554,21508.004
188555,40037.34
188556,19569.844
188557,23913.633
188558,81215.375
188559,25525.91
188560,14033.135
188561,76802.18
188562,24630.006
188563,95279.7
188564,42382.22
188565,44002.05
188566,30927.072
188567,14968.524
188568,45519.93
188569,18970.674
188570,15356.265
188571,38227.56
188572,103310.62
188573,29851.252
188574,34619.285
188575,42245.113
188576,32871.188
188577,10512.894
188578,34230.58
188579,48758.58
188580,37319.906
188581,92528.875
188582,29538.39
188583,102317.69
188584,31711.42
188585,38227.055
188586,32044.139
188587,61017.844
188588,30121.307
188589,16313.744
188590,28241.932
188591,27577.94
188592,37351.63
188593,34032.664
188594,75659.49
188595,26389.186
188596,50087.797
188597,28700.346
188598,24924.627
188599,11981.989
188600,63889.766
188601,56120.09
188602,33888.676
188603,152368.44
188604,10589.96
188605,37362.145
188606,35024.88
188607,60209.684
188608,13275.391
188609,52785.953
188610,48153.332
188611,19011.28
188612,75397.266
188613,22846.967
188614,21547.389
188615,31282.254
188616,92727.01
188617,42282.33
188618,25410.912
188619,80537.18
188620,20034.734
188621,21882.656
188622,81782.45
188623,49840.684
188624,43872.223
188625,30181.129
188626,20647.111
188627,120091.3
188628,87898.25
188629,26581.887
188630,27155.07
188631,69521.26
188632,53186.824
188633,55850.24
188634,9656.854
188635,33760.832
188636,53942.9
188637,10402.185
188638,36382.848
188639,24385.066
188640,12003.848
188641,24486.4
188642,11502.845
188643,94423.94
188644,89744.65
188645,59742.84
188646,11977.758
188647,27964.918
188648,28797.287
188649,39147.875
188650,109960.9
188651,51609.523
188652,66726.055
188653,68553.91
188654,13198.603
188655,21166.629
188656,26014.91
188657,32582.195
188658,9876.373
188659,71215.27
188660,11046.39
188661,96187.82
188662,10043.558
188663,15173.903
188664,80709.59
188665,132491.67
188666,26401.676
188667,9153.029
188668,15382.976
188669,23784.516
188670,65908.37
188671,20613.838
188672,26297.953
188673,62043.496
188674,18847.922
188675,32398.049
188676,46546.184
188677,8419.4375
188678,37719.91
188679,36784.1
188680,92251.62
188681,13387.432
188682,14884.53
188683,13386.289
188684,74831.32
188685,49253.11
188686,103603.61
188687,21790.041
188688,34713.6
188689,12572.324
188690,38738.973
188691,45211.02
188692,30409.451
188693,12658.991
188694,12723.296
188695,22116.295
188696,69720.92
188697,26996.307
188698,14960.423
188699,57543.03
188700,124521.555
188701,28455.557
188702,13704.277
188703,83853.21
188704,49204.668
188705,25415.367
188706,131525.64
188707,12570.529
188708,19701.77
188709,11211.016
188710,21620.908
188711,28597.338
188712,42305.8
188713,30635.066
188714,24563.75
188715,38746.473
188716,65971.266
188717,12235.943
188718,15194.752
188719,31713.57
188720,17466.725
188721,78153.58
188722,59078.96
188723,21888.771
188724,28169.219
188725,10375.025
188726,43162.773
188727,11480.703
188728,55135.883
188729,17521.932
188730,59728.555
188731,65584.07
188732,39042.34
188733,17852.303
188734,16881.447
188735,6969.8315
188736,12221.381
188737,95046.87
188738,82042.44
188739,52954.48
188740,79128.65
188741,40737.81
188742,26598.266
188743,42854.918
188744,80772.664
188745,54623.73
188746,41531.992
188747,33991.92
188748,24808.566
188749,70059.46
188750,7635.063
188751,51003.695
188752,106421.89
188753,11335.835
188754,63036.676
188755,98681.2
188756,33649.766
188757,22371.12
188758,12307.259
188759,17464.162
188760,9999.055
188761,38773.082
188762,48532.37
188763,32637.56
188764,12564.094
188765,57780.89
188766,35778.47
188767,12380.332
188768,32717.627
188769,78964.555
188770,40245.473
188771,10805.606
188772,7183.0854
188773,45211.23
188774,48885.996
188775,58289.934
188776,12950.5
188777,21625.81
188778,23542.543
188779,62670.645
188780,69316.79
188781,91354.94
188782,19326.035
188783,23403.496
188784,50465.973
188785,30855.967
188786,38892.08
188787,7941.742
188788,23319.562
188789,54039.008
188790,14296.679
188791,7449.084
188792,68861.41
188793,15224.422
188794,16574.588
188795,43157.895
188796,22126.826
188797,80961.69
188798,22100.596
188799,15806.133
188800,51388.49
188801,44933.723
188802,32687.404
188803,88338.234
188804,15069.826
188805,12728.182
188806,83985.94
188807,43208.664
188808,59132.04
188809,27813.406
188810,21958.055
188811,68602.94
188812,21492.992
188813,11922.548
188814,36097.777
188815,18007.215
188816,47353.734
188817,33570.203
188818,37496.402
188819,45260.652
188820,53257.11
188821,34195.887
188822,19431.312
188823,45104.59
188824,12523.476
188825,26785.79
188826,6697.785
188827,36667.2
188828,26127.805
188829,16021.1455
188830,62006.34
188831,70102.24
188832,9091.433
188833,28333.209
188834,31982.352
188835,22096.557
188836,34971.5
188837,44846.785
188838,23700.078
188839,16299.952
188840,25916.574
188841,56147.336
188842,13189.186
188843,100997.39
188844,39558.98
188845,19034.643
188846,35170.742
188847,56068.277
188848,15834.45
188849,27966.445
188850,77624.98
188851,115880.83
188852,75606.164
188853,15659.393
188854,19262.207
188855,72658.98
188856,137897.45
188857,101460.2
188858,49136.25
188859,48526.766
188860,5632.0015
188861,33742.75
188862,114265.21
188863,19259.94
188864,26311.395
188865,30262.898
188866,48986.387
188867,9876.002
188868,150179.05
188869,20451.785
188870,10560.225
188871,14721.202
188872,39032.156
188873,48248.332
188874,36326.156
188875,16222.368
188876,26792.762
188877,53973.043
188878,70885.58
188879,73060.875
188880,45445.434
188881,9617.273
188882,48795.707
188883,37620.41
188884,97261.02
188885,36607.332
188886,48910.89
188887,121048.61
188888,152543.1
188889,42019.816
188890,16417.936
188891,31643.375
188892,38592.582
188893,97493.87
188894,11431.127
188895,21725.182
188896,34336.297
188897,17130.127
188898,10173.443
188899,171151.64
188900,7621.814
188901,11872.737
188902,83136.59
188903,73344.5
188904,32071.555
188905,29540.127
188906,59545.633
188907,71737.45
188908,27999.736
188909,34968.93
188910,25527.707
188911,47824.816
188912,29073.486
188913,89272.32
188914,59396.543
188915,51447.93
188916,9764.353
188917,60682.727
188918,11450.684
188919,29792.74
188920,17911.9
188921,51023.7
188922,41419.246
188923,70274.24
188924,51581.418
188925,57775.25
188926,51379.96
188927,9533.033
188928,59627.758
188929,18556.488
188930,15805.602
188931,44617.535
188932,30565.623
188933,76847.56
188934,67480.516
188935,37708.207
188936,33819.918
188937,35423.664
188938,19541.682
188939,68776.664
188940,11451.592
188941,82378.08
188942,74748.22
188943,62663.543
188944,38870.758
188945,20515.908
188946,31637.477
188947,38350.22
188948,66099.88
188949,109471.56
188950,24285.883
188951,35301.035
188952,9038.088
188953,6894.528
188954,24815.873
188955,60523.906
188956,24323.129
188957,36167.01
188958,24989.918
188959,13447.055
188960,46645.51
188961,69770.66
188962,11719.544
188963,60498.926
188964,43386.098
188965,8182.7383
188966,49681.645
188967,60396.06
188968,25529.016
188969,35417.684
188970,39069.547
188971,32713.111
188972,94427.94
188973,98087.56
188974,38821.586
188975,28899.156
188976,16287.318
188977,33284.293
188978,12899.484
188979,52859.656
188980,18483.992
188981,14476.757
188982,35290.246
188983,69782.97
188984,31281.807
188985,13859.421
188986,22832.78
188987,48432.98
188988,20260.402
188989,52743.574
188990,46402.992
188991,61960.984
188992,28918.3
188993,34305.61
188994,34950.723
188995,34060.152
188996,17490.979
188997,83213.87
188998,54829.598
188999,14637.295
189000,8959.494
189001,23959.646
189002,45964.86
189003,33426.926
189004,56899.523
189005,50577.08
189006,53888.39
189007,32574.879
189008,33806.523
189009,11066.793
189010,51222.88
189011,39293.312
189012,49102.41
189013,37118.65
189014,27672.715
189015,22658.111
189016,56583.105
189017,15442.838
189018,21673.527
189019,11526.507
189020,17786.207
189021,45530.5
189022,51459.082
189023,88537.66
189024,31653.488
189025,72543.95
189026,15432.699
189027,9533.983
189028,53395.14
189029,22857.838
189030,20633.586
189031,31914.676
189032,46815.555
189033,13260.3
189034,111648.45
189035,79469.984
189036,97252.03
189037,21402.426
189038,54472.566
189039,58671.42
189040,12569.855
189041,14722.069
189042,23733.916
189043,58224.25
189044,31996.275
189045,46086.496
189046,14521.78
189047,15481.368
189048,12317.579
189049,57656.348
189050,39889.92
189051,16062.78
189052,39695.586
189053,29457.635
189054,57244.277
189055,36219.293
189056,14941.19
189057,19053.166
189058,14289.575
189059,80608.01
189060,10437.5625
189061,23066.412
189062,28168.77
189063,25860.654
189064,8903.281
189065,30527.98
189066,19300.002
189067,57080.953
189068,20218.924
189069,35703.758
189070,53724.086
189071,35654.145
189072,86769.0
189073,46281.27
189074,24727.727
189075,34785.36
189076,20489.596
189077,48548.883
189078,58728.008
189079,37198.973
189080,89034.14
189081,53420.89
189082,20873.594
189083,21181.896
189084,35329.715
189085,78390.73
189086,8042.019
189087,75782.78
189088,48290.477
189089,67939.86
189090,17104.977
189091,51266.547
189092,22869.74
189093,57678.074
189094,58952.504
189095,26993.19
189096,19516.645
189097,63247.004
189098,25754.158
189099,16156.33
189100,13944.957
189101,44047.07
189102,140460.25
189103,50476.62
189104,6969.8315
189105,51556.2
189106,52285.445
189107,29979.512
189108,35500.035
189109,65249.895
189110,7646.034
189111,16824.691
189112,26756.783
189113,109160.34
189114,18534.662
189115,15004.293
189116,16610.014
189117,19734.57
189118,35453.387
189119,32006.805
189120,72448.55
189121,53324.56
189122,9522.772
189123,19583.404
189124,35561.33
189125,72811.3
189126,13370.651
189127,33179.414
189128,18671.87
